peak_id,peak_width,exon,gene,promoter,annotation,gene_name,gene_id,tss_distance,ENCODE_blacklist,n_cells_by_counts,mean_counts,log1p_mean_counts,pct_dropout_by_counts,total_counts,log1p_total_counts,contains_primed_enhancers,contains_active_enhancers,contains_repressed_enhancers,highly_variable,contains_primed_enhancers_2nd_and_3rd_trimester,contains_active_enhancers_2nd_and_3rd_trimester,contains_repressed_enhancers_2nd_and_3rd_trimester
chr22:21982486-21983364,879,1,1,1,exon,TOP3B,ENSG00000100038,0,0,178,0.02379361,0.023514953,97.62063895201176,178.0,5.1873856,0,1,0,True,0,1,0
chr22:22028463-22029011,549,0,0,0,intergenic,nan,nan,45646,0,95,0.012698837,0.012618883,98.73011629461304,95.0,4.564348,0,0,0,True,0,0,0
chr22:22396981-22397956,976,0,0,0,intergenic,nan,nan,91511,0,431,0.05761262,0.056014124,94.23873813661277,431.0,6.0684257,0,1,0,True,0,1,0
chr22:22408667-22409574,908,0,0,0,intergenic,nan,nan,79893,0,196,0.026199706,0.025862373,97.38002940783318,196.0,5.2832036,0,1,0,True,0,1,0
chr22:23205488-23206124,637,0,1,0,intron,BCR,ENSG00000186716,7155,0,219,0.029274162,0.028853856,97.07258387916052,219.0,5.3936276,1,0,1,True,1,0,0
chr22:23401123-23401529,407,0,0,0,intergenic,nan,nan,88734,0,309,0.041304637,0.040474385,95.8695361582676,309.0,5.7365723,0,0,1,True,0,0,1
chr22:23424487-23425071,585,0,0,0,intergenic,nan,nan,112098,0,149,0.019917123,0.019721372,98.00828766207728,149.0,5.0106354,0,1,0,True,0,0,0
chr22:23457591-23458236,646,0,0,0,intergenic,nan,nan,122002,0,258,0.034487367,0.033906005,96.55126320010694,258.0,5.556828,0,1,0,True,0,1,0
chr22:23750771-23751656,886,1,1,1,exon,ZNF70,ENSG00000187792,0,0,487,0.06509825,0.06306705,93.49017511027937,487.0,6.1903152,0,1,0,True,0,1,0
chr22:23767464-23768562,1099,1,1,1,exon,MMP11,ENSG00000099953,0,0,496,0.06630129,0.06419592,93.36987033819008,496.0,6.20859,1,1,1,True,1,1,1
chr22:23786703-23787536,834,1,1,1,exon,SMARCB1,ENSG00000099956,0,0,560,0.0748563,0.072186984,92.51436973666624,560.0,6.329721,0,1,1,True,0,1,1
chr22:23815689-23816158,470,0,1,1,promoter,SMARCB1,ENSG00000099956,210,0,335,0.04478011,0.04380644,95.52198903889855,335.0,5.817111,0,0,0,True,0,0,0
chr22:23816337-23817417,1081,1,1,1,exon,SMARCB1,ENSG00000099956,0,0,740,0.09891726,0.094325386,90.10827429488036,740.0,6.6080008,0,1,0,True,0,1,0
chr22:23820513-23821142,630,0,1,0,intron,SMARCB1,ENSG00000099956,4143,0,415,0.055473868,0.05398983,94.45261328699372,415.0,6.0306854,0,1,0,True,0,1,0
chr22:23823423-23823770,348,0,1,0,intron,SMARCB1,ENSG00000099956,7053,0,257,0.034353696,0.033776782,96.56463039700574,257.0,5.5529594,0,1,0,True,0,1,0
chr22:23838698-23839500,803,1,1,1,exon,DERL3,ENSG00000099958,0,0,634,0.08474803,0.08134773,91.52519716615426,634.0,6.453625,1,1,0,True,1,1,0
chr22:23856679-23857981,1303,1,1,1,exon,SLC2A11,ENSG00000133460,0,0,647,0.086485766,0.08294842,91.35142360646972,647.0,6.473891,0,1,1,True,0,1,1
chr22:23893806-23895177,1372,1,1,1,exon,MIF,ENSG00000240972,0,0,1012,0.13527603,0.12687582,86.47239673840396,1012.0,6.9206715,0,1,0,True,0,1,0
chr22:24010761-24011898,1138,1,1,1,exon,CABIN1,ENSG00000099991,0,0,499,0.06670231,0.06457194,93.32976874749365,499.0,6.214608,0,1,0,True,0,1,0
chr22:24237915-24238623,709,0,1,0,intron,GGT5,ENSG00000099998,6435,0,306,0.040903624,0.040089205,95.90963774896404,306.0,5.7268476,0,0,0,True,0,0,0
chr22:24270466-24271666,1201,1,1,1,exon,SPECC1L-ADORA2A,ENSG00000258555,0,0,800,0.10693757,0.10159726,89.30624248095175,800.0,6.685861,0,1,0,True,0,1,0
chr22:24380229-24380853,625,0,1,0,intron,SPECC1L-ADORA2A,ENSG00000258555,31306,0,211,0.028204786,0.027814355,97.17952145435105,211.0,5.3565865,1,1,0,True,0,0,0
chr22:24526095-24526522,428,1,1,0,exon,UPB1,ENSG00000100024,5920,0,250,0.033417992,0.03287175,96.65820077529742,250.0,5.525453,0,0,0,True,0,0,0
chr22:24564503-24564956,454,0,1,0,intron,SNRPD3,ENSG00000100028,8470,0,36,0.004812191,0.0048006494,99.51878091164282,36.0,3.6109178,1,0,1,True,1,0,1
chr22:25049236-25050232,997,1,1,0,exon,KIAA1671,ENSG00000197077,7922,0,229,0.030610882,0.030151716,96.93891191017244,229.0,5.4380794,0,0,0,True,0,0,0
chr22:25563995-25565404,1410,1,1,1,exon,GRK3,ENSG00000100077,0,0,321,0.042908702,0.042013638,95.70912979548189,321.0,5.7745514,0,1,0,True,0,1,0
chr22:25708252-25708741,490,0,1,0,intron,GRK3,ENSG00000100077,33402,0,139,0.018580403,0.018409897,98.14195963106536,139.0,4.9416423,0,1,0,True,0,0,0
chr22:26404072-26404378,307,0,0,0,intergenic,nan,nan,24894,0,39,0.0052132066,0.0051996647,99.4786793209464,39.0,3.6888795,0,0,0,True,0,0,0
chr22:26416713-26417276,564,0,0,0,intergenic,nan,nan,11996,0,170,0.022724235,0.022469886,97.72757652720225,170.0,5.1416636,0,0,0,True,0,0,0
chr22:26428969-26429755,787,1,1,1,exon,ASPHD2,ENSG00000128203,0,0,141,0.018847747,0.018672328,98.11522523726777,141.0,4.955827,0,1,0,True,0,1,0
chr22:26444638-26445195,558,1,1,0,exon,HPS4,ENSG00000100099,7696,0,158,0.021120172,0.020900233,97.88798288998797,158.0,5.0689044,1,0,1,True,0,0,0
chr22:26463191-26463694,504,0,1,0,intron,HPS4,ENSG00000100099,320,0,124,0.016575323,0.016439453,98.34246758454752,124.0,4.828314,0,1,0,True,0,1,0
chr22:26483316-26484212,897,1,1,1,exon,SRRD,ENSG00000100104,0,0,392,0.05239941,0.051072713,94.76005881566635,392.0,5.9738097,0,1,0,True,0,1,0
chr22:26644922-26645555,634,0,0,0,intergenic,nan,nan,22938,0,125,0.016708996,0.016570937,98.32910038764872,125.0,4.836282,1,0,1,True,1,0,1
chr22:27891942-27892533,592,0,1,0,intron,PITPNB,ENSG00000180957,4168,0,221,0.029541506,0.029113563,97.04584948536292,221.0,5.4026775,1,1,0,True,1,0,0
chr22:28772453-28773504,1052,1,1,1,exon,CCDC117,ENSG00000159873,0,0,436,0.05828098,0.056645874,94.1719021521187,436.0,6.079933,0,0,0,True,0,0,0
chr22:28800005-28800816,812,1,1,1,exon,XBP1,ENSG00000100219,0,0,656,0.08768881,0.08405509,91.23111883438042,656.0,6.4876842,0,0,0,True,0,0,0
chr22:28883052-28884154,1103,1,1,1,exon,ZNRF3,ENSG00000183579,0,0,559,0.07472263,0.07206261,92.52773693356502,559.0,6.3279366,1,0,0,True,1,0,0
chr22:28954048-28954418,371,0,1,0,intron,ZNRF3,ENSG00000183579,32633,0,130,0.017377356,0.017228097,98.26226440315466,130.0,4.8751974,0,1,0,True,0,0,0
chr22:29072509-29073467,959,1,1,1,exon,KREMEN1,ENSG00000183762,0,0,572,0.07646037,0.073678225,92.3539633738805,572.0,6.350886,0,1,1,True,0,1,1
chr22:29267635-29268733,1099,1,1,1,exon,EWSR1,ENSG00000182944,0,0,565,0.075524665,0.0728086,92.44753375217218,565.0,6.338594,0,1,0,True,0,1,0
chr22:29306858-29307087,230,1,1,1,exon,GAS2L1,ENSG00000185340,0,0,164,0.021922203,0.021685366,97.8077797085951,164.0,5.1059456,0,1,0,True,0,1,0
chr22:29310267-29311250,984,1,1,1,exon,GAS2L1,ENSG00000185340,0,0,557,0.07445528,0.07181382,92.55447132736263,557.0,6.324359,0,1,0,True,0,1,0
chr22:29341485-29342055,571,1,1,1,exon,AP1B1,ENSG00000100280,647,0,155,0.020719156,0.020507433,97.9280844806844,155.0,5.049856,0,1,0,True,0,1,0
chr22:29342491-29342808,318,0,1,1,promoter,AP1B1,ENSG00000100280,1653,0,124,0.016575323,0.016439453,98.34246758454752,124.0,4.828314,0,1,0,True,0,1,0
chr22:29357121-29357841,721,0,1,0,intron,AP1B1,ENSG00000100280,5373,0,236,0.031546585,0.031059215,96.84534153188076,236.0,5.46806,1,1,1,True,0,1,0
chr22:29553369-29554030,662,1,1,1,exon,THOC5,ENSG00000100296,0,0,293,0.039165888,0.03841836,96.08341130864858,293.0,5.68358,1,1,0,True,0,1,0
chr22:29603093-29603781,689,1,1,1,exon,NF2,ENSG00000186575,0,0,495,0.06616762,0.06407056,93.3832375350889,495.0,6.206576,0,0,0,True,0,0,0
chr22:29766277-29767650,1374,1,1,1,exon,UQCR10,ENSG00000184076,0,0,529,0.07071247,0.06832428,92.92875284052934,529.0,6.272877,1,1,1,True,1,1,1
chr22:29821032-29821828,797,0,1,0,intron,ASCC2,ENSG00000100325,3529,0,335,0.04478011,0.04380644,95.52198903889855,335.0,5.817111,0,1,0,True,0,1,0
chr22:29837880-29838645,766,1,1,1,exon,ASCC2,ENSG00000100325,0,0,349,0.046651516,0.045596037,95.3348482823152,349.0,5.857933,0,1,0,True,0,1,0
chr22:30289166-30289913,748,1,1,1,exon,RP1-130H16.18,ENSG00000248751,0,0,541,0.072316535,0.06982129,92.76834647774362,541.0,6.295266,1,1,0,True,1,1,0
chr22:30307825-30308452,628,1,1,1,exon,TBC1D10A,ENSG00000099992,0,0,261,0.034888383,0.034293577,96.51116160941052,261.0,5.5683446,0,1,0,True,0,1,0
chr22:30326463-30327261,799,1,1,1,exon,TBC1D10A,ENSG00000099992,0,0,573,0.07659404,0.07380239,92.34059617698168,573.0,6.352629,0,1,0,True,0,1,0
chr22:30356272-30357329,1058,1,1,1,exon,CCDC157,ENSG00000187860,0,0,422,0.05640957,0.054875962,94.35904290870204,422.0,6.0473723,0,1,0,True,0,1,0
chr22:30423305-30424309,1005,1,1,1,exon,MTFP1,ENSG00000242114,1220,0,610,0.0815399,0.07838586,91.84600989172571,610.0,6.4150968,0,1,0,True,0,1,0
chr22:30523323-30524234,912,1,1,0,exon,SEC14L6,ENSG00000214491,4928,0,254,0.03395268,0.03338901,96.60473198770218,254.0,5.5412636,1,1,1,True,1,1,1
chr22:30667351-30668253,903,1,1,1,exon,DUSP18,ENSG00000167065,0,0,217,0.029006816,0.02859408,97.09931827295816,217.0,5.3844953,1,1,1,True,0,1,1
chr22:31019197-31020686,1490,0,0,0,intergenic,nan,nan,43418,0,305,0.04076995,0.039960776,95.92300494586286,305.0,5.723585,1,1,1,True,1,1,1
chr22:31080778-31081444,667,1,1,1,exon,SMTN,ENSG00000183963,0,0,316,0.042240344,0.041372575,95.77596577997592,316.0,5.7589016,0,1,0,True,0,1,0
chr22:31107257-31107883,627,1,1,1,exon,SELM,ENSG00000198832,0,0,418,0.055874884,0.054369695,94.41251169629729,418.0,6.037871,1,0,1,True,1,0,0
chr22:31211528-31212368,841,1,1,1,exon,LIMK2,ENSG00000182541,0,0,371,0.0495923,0.048401803,95.04076995054136,371.0,5.918894,1,1,0,True,1,1,0
chr22:31248101-31248736,636,1,1,1,exon,LIMK2,ENSG00000182541,0,0,348,0.046517845,0.045468315,95.348215479214,348.0,5.855072,1,1,0,True,1,1,0
chr22:31290115-31291204,1090,1,1,1,exon,PIK3IP1,ENSG00000100100,0,0,539,0.07204919,0.06957195,92.79508087154124,539.0,6.291569,0,1,0,True,0,1,0
chr22:31345844-31346152,309,1,1,1,exon,PATZ1,ENSG00000100105,67,0,181,0.024194626,0.023906574,97.58053736131534,181.0,5.2040067,0,0,0,True,0,0,0
chr22:31347264-31347932,669,0,0,1,promoter,PATZ1,ENSG00000100105,1031,0,292,0.039032213,0.038289715,96.0967785055474,292.0,5.6801724,0,1,0,True,0,1,0
chr22:31489076-31490219,1144,1,1,1,exon,SFI1,ENSG00000198089,0,0,295,0.03943323,0.03867559,96.05667691485095,295.0,5.6903596,0,1,0,True,0,1,0
chr22:31646542-31646925,384,0,1,0,intron,PISD,ENSG00000241878,8096,0,314,0.041973,0.04111603,95.80270017377356,314.0,5.7525725,0,0,0,True,0,0,0
chr22:31650946-31651436,491,0,1,0,intron,PISD,ENSG00000241878,10743,0,175,0.023392595,0.023123182,97.6607405427082,175.0,5.170484,0,1,0,True,0,1,0
chr22:31661806-31662667,862,1,1,1,exon,PISD,ENSG00000241878,0,0,671,0.08969389,0.08589682,91.03061088089828,671.0,6.510258,0,1,0,True,0,1,0
chr22:31745265-31745774,510,0,1,0,intron,PRR14L,ENSG00000183530,4297,0,218,0.02914049,0.028723978,97.08595107605936,218.0,5.389072,1,0,0,True,1,0,0
chr22:31753641-31754157,517,1,1,1,exon,DEPDC5,ENSG00000100150,0,0,466,0.062291138,0.060428027,93.7708862451544,466.0,6.1463294,0,1,0,True,0,1,0
chr22:31943900-31944946,1047,1,1,1,exon,YWHAH,ENSG00000128245,0,0,564,0.07539099,0.0726843,92.46090094907098,564.0,6.336826,1,1,0,True,0,1,0
chr22:32474398-32475420,1023,1,1,1,exon,FBXO7,ENSG00000100225,0,0,377,0.050394334,0.04916565,94.96056676914851,377.0,5.934894,0,1,0,True,0,1,0
chr22:32661784-32662410,627,0,1,0,intron,SYN3,ENSG00000185666,120067,0,108,0.014436573,0.014333358,98.55634273492848,108.0,4.691348,0,0,0,True,0,0,0
chr22:32695311-32695854,544,0,1,0,intron,SYN3,ENSG00000185666,105846,0,298,0.039834246,0.039061323,96.01657532415452,298.0,5.7004437,0,0,0,True,0,0,0
chr22:32714613-32715085,473,0,1,0,intron,SYN3,ENSG00000185666,86615,0,109,0.014570245,0.014465119,98.54297553802968,109.0,4.7004805,0,0,0,True,0,0,0
chr22:32737731-32738330,600,0,1,0,intron,SYN3,ENSG00000185666,63370,0,105,0.014035556,0.01393797,98.59644432562492,105.0,4.6634393,0,1,0,True,0,0,0
chr22:32830799-32831400,602,0,1,0,intron,TIMP3,ENSG00000100234,29097,0,135,0.018045716,0.017884824,98.1954284186606,135.0,4.912655,1,1,1,True,1,0,1
chr22:32857998-32858419,422,1,1,0,exon,TIMP3,ENSG00000100234,10638,0,131,0.017511029,0.017359477,98.24889720625583,131.0,4.882802,0,1,0,True,0,1,0
chr22:35257112-35258047,936,1,1,1,exon,HMGXB4,ENSG00000100281,0,0,241,0.032214943,0.031706925,96.77850554738671,241.0,5.488938,0,1,0,True,0,1,0
chr22:35299434-35300579,1146,1,1,1,exon,TOM1,ENSG00000100284,0,0,800,0.10693757,0.10159726,89.30624248095175,800.0,6.685861,0,1,0,True,0,1,0
chr22:35301160-35301832,673,0,1,0,intron,TOM1,ENSG00000100284,1265,0,460,0.061489105,0.05967274,93.85108942654723,460.0,6.133398,0,1,0,True,0,0,0
chr22:35364201-35364634,434,0,0,0,intergenic,nan,nan,15726,0,145,0.019382436,0.019196989,98.0617564496725,145.0,4.983607,0,1,0,True,0,0,0
chr22:35371701-35372342,642,0,0,0,intergenic,nan,nan,8018,0,409,0.054671835,0.053229664,94.5328164683866,409.0,6.016157,0,1,0,True,0,1,0
chr22:35380784-35381261,478,1,1,1,exon,HMOX1,ENSG00000100292,0,0,441,0.05894934,0.05727723,94.10506616762466,441.0,6.09131,0,1,0,True,0,1,0
chr22:35459968-35460390,423,0,0,0,intergenic,nan,nan,48528,0,102,0.013634541,0.013542427,98.63654591632135,102.0,4.634729,0,0,0,True,0,0,0
chr22:35588952-35590000,1049,0,0,0,intergenic,nan,nan,25712,0,448,0.059885044,0.058160454,94.01149578933298,448.0,6.107023,0,1,0,True,0,1,0
chr22:35656179-35656772,594,1,1,0,exon,APOL6,ENSG00000221963,7783,0,205,0.027402753,0.027034018,97.25972463574388,205.0,5.327876,1,1,1,True,0,0,0
chr22:35742315-35743074,760,1,1,0,exon,RBFOX2,ENSG00000100320,5557,0,124,0.016575323,0.016439453,98.34246758454752,124.0,4.828314,0,1,0,True,0,0,0
chr22:35809806-35810270,465,1,1,1,exon,RBFOX2,ENSG00000100320,0,0,36,0.004812191,0.0048006494,99.51878091164282,36.0,3.6109178,0,1,0,True,0,0,0
chr22:36001572-36001845,274,0,1,0,intron,RBFOX2,ENSG00000100320,26579,0,40,0.005346879,0.0053326352,99.4653121240476,40.0,3.713572,0,0,0,True,0,0,0
chr22:36028220-36029366,1147,1,1,1,exon,RBFOX2,ENSG00000100320,0,0,662,0.088490844,0.08479219,91.15091565298756,662.0,6.496775,0,1,0,True,0,1,0
chr22:36049092-36049476,385,0,0,0,intergenic,nan,nan,20666,0,197,0.026333379,0.025992624,97.36666221093436,197.0,5.288267,0,1,0,True,0,1,0
chr22:36052561-36053163,603,0,0,0,intergenic,nan,nan,24135,0,305,0.04076995,0.039960776,95.92300494586286,305.0,5.723585,0,0,0,True,0,0,0
chr22:36082624-36083269,646,0,0,0,intergenic,nan,nan,54198,0,184,0.024595642,0.02429804,97.5404357706189,184.0,5.220356,0,1,0,True,0,1,0
chr22:36123300-36124274,975,0,0,0,intergenic,nan,nan,24851,0,308,0.041170966,0.040346008,95.88290335516643,308.0,5.733341,0,1,0,True,0,1,0
chr22:36329279-36329753,475,0,1,1,promoter,MYH9,ENSG00000100345,326,0,230,0.030744553,0.030281408,96.92554471327362,230.0,5.4424176,1,1,0,True,0,1,0
chr22:36331337-36331791,455,0,1,0,intron,MYH9,ENSG00000100345,2384,0,249,0.03328432,0.032742392,96.67156797219624,249.0,5.521461,0,1,0,True,0,1,0
chr22:36387264-36388454,1191,1,1,1,exon,MYH9,ENSG00000100345,0,0,833,0.11134875,0.10557437,88.865124983291,833.0,6.7262335,0,0,0,True,0,0,0
chr22:36409972-36410495,524,0,0,0,intergenic,nan,nan,21953,0,443,0.059216682,0.057529654,94.07833177382705,443.0,6.0958247,0,1,0,True,0,1,0
chr22:36481290-36482301,1012,1,1,1,exon,TXN2,ENSG00000100348,0,0,518,0.06924208,0.06695006,93.07579200641626,518.0,6.251904,0,0,0,True,0,0,0
chr22:36528715-36530102,1388,1,1,1,exon,EIF3D,ENSG00000100353,0,0,723,0.09664483,0.09225537,90.33551664216014,723.0,6.584791,0,1,0,True,0,1,0
chr22:36585719-36586375,657,0,1,1,promoter,CACNG2,ENSG00000166862,264,0,134,0.017912043,0.017753514,98.20879561555942,134.0,4.905275,0,1,0,True,0,0,0
chr22:36873435-36874626,1192,0,1,0,intron,NCF4,ENSG00000100365,1297,0,720,0.09624382,0.09188963,90.37561823285655,720.0,6.580639,0,1,0,True,0,1,0
chr22:36913370-36913680,311,1,1,1,exon,CSF2RB,ENSG00000100368,0,0,114,0.0152386045,0.0151236635,98.47613955353565,114.0,4.744932,0,1,0,True,0,1,0
chr22:36921838-36922645,808,1,1,1,exon,CSF2RB,ENSG00000100368,0,0,498,0.06656864,0.06444662,93.34313594439246,498.0,6.212606,0,1,0,True,0,1,0
chr22:36925494-36926220,727,1,1,0,exon,CSF2RB,ENSG00000100368,2881,0,596,0.07966849,0.07665404,92.03315064830905,596.0,6.391917,0,1,0,True,0,1,0
chr22:36928793-36929380,588,0,1,0,intron,CSF2RB,ENSG00000100368,6180,0,368,0.049191285,0.048019662,95.0808715412378,368.0,5.9107966,0,1,0,True,0,1,0
chr22:37019173-37019871,699,1,1,1,exon,MPST,ENSG00000128309,0,0,314,0.041973,0.04111603,95.80270017377356,314.0,5.7525725,0,1,0,True,0,1,0
chr22:37050945-37051840,896,1,1,1,exon,KCTD17,ENSG00000100379,0,0,495,0.06616762,0.06407056,93.3832375350889,495.0,6.206576,1,0,1,True,1,0,1
chr22:37157975-37158317,343,0,1,0,intron,IL2RB,ENSG00000100385,7984,0,113,0.015104933,0.014991989,98.48950675043444,113.0,4.7361984,0,0,1,True,0,0,0
chr22:37188128-37188754,627,1,1,1,exon,C1QTNF6,ENSG00000133466,0,0,275,0.03675979,0.036100265,96.32402085282716,275.0,5.620401,0,1,0,True,0,1,0
chr22:37197524-37198076,553,1,1,1,exon,C1QTNF6,ENSG00000133466,0,0,416,0.05560754,0.05411647,94.43924609009493,416.0,6.0330863,0,1,0,True,0,1,0
chr22:37199197-37199737,541,1,1,1,exon,C1QTNF6,ENSG00000133466,0,0,509,0.06803903,0.065824285,93.19609677850556,509.0,6.234411,1,1,0,True,1,1,0
chr22:37564318-37565097,780,1,1,1,exon,CDC42EP1,ENSG00000128283,0,0,476,0.063627854,0.06168557,93.63721427616628,476.0,6.1675167,1,1,0,True,1,1,0
chr22:37574358-37575065,708,0,1,0,intron,LGALS2,ENSG00000100079,5014,0,234,0.03127924,0.030800013,96.87207592567836,234.0,5.4595857,1,1,0,True,1,0,0
chr22:37601501-37602073,573,0,0,0,intergenic,nan,nan,6401,0,204,0.027269082,0.026903905,97.2730918326427,204.0,5.32301,1,0,1,True,1,0,1
chr22:37608311-37609029,719,1,1,1,exon,GGA1,ENSG00000100083,0,0,541,0.072316535,0.06982129,92.76834647774362,541.0,6.295266,0,1,0,True,0,1,0
chr22:37682433-37682699,267,0,1,0,intron,NOL12,ENSG00000273899,759,0,179,0.023927283,0.02364551,97.60727175511296,179.0,5.192957,1,1,0,True,1,0,0
chr22:37749845-37750287,443,0,1,1,promoter,TRIOBP,ENSG00000100106,709,0,266,0.035556745,0.0349392,96.44432562491644,266.0,5.587249,0,1,0,True,0,1,0
chr22:37807502-37808081,580,1,1,1,exon,GCAT,ENSG00000100116,0,0,422,0.05640957,0.054875962,94.35904290870204,422.0,6.0473723,1,1,1,True,1,1,1
chr22:37843747-37844732,986,1,1,1,exon,ANKRD54,ENSG00000100124,0,0,581,0.077663414,0.074795194,92.2336586017912,581.0,6.3664703,0,1,0,True,0,1,0
chr22:37896167-37896525,359,0,0,0,intergenic,nan,nan,9131,0,295,0.03943323,0.03867559,96.05667691485095,295.0,5.6903596,0,1,0,True,0,1,0
chr22:37905066-37906414,1349,1,1,1,exon,MICALL1,ENSG00000100139,0,0,723,0.09664483,0.09225537,90.33551664216014,723.0,6.584791,0,1,0,True,0,1,0
chr22:38176256-38176466,211,0,1,0,intron,PLA2G6,ENSG00000184381,3937,0,115,0.015372276,0.01525532,98.46277235663682,115.0,4.75359,0,0,1,True,0,0,1
chr22:38181670-38182072,403,1,1,1,exon,PLA2G6,ENSG00000184381,0,0,495,0.06616762,0.06407056,93.3832375350889,495.0,6.206576,0,0,0,True,0,0,0
chr22:38201466-38202204,739,1,1,1,exon,MAFF,ENSG00000185022,0,0,609,0.08140623,0.078262255,91.85937708862453,609.0,6.413459,0,1,1,True,0,1,0
chr22:38218457-38219095,639,0,0,0,intergenic,nan,nan,3836,0,360,0.04812191,0.046999905,95.18780911642828,360.0,5.888878,0,1,0,True,0,1,0
chr22:38236530-38237178,649,0,1,0,intron,TMEM184B,ENSG00000198792,2323,0,268,0.035824087,0.03519733,96.41759123111883,268.0,5.5947113,0,1,0,True,0,1,0
chr22:38298312-38299018,707,1,1,1,exon,CSNK1E,ENSG00000213923,0,0,616,0.08234193,0.07912715,91.76580671033284,616.0,6.424869,0,1,0,True,0,1,0
chr22:38299713-38300851,1139,1,1,1,exon,CSNK1E,ENSG00000213923,0,0,501,0.066969655,0.06482253,93.30303435369602,501.0,6.2186003,0,1,0,True,0,1,0
chr22:38317305-38317616,312,1,1,1,exon,CSNK1E,ENSG00000213923,0,0,223,0.02980885,0.029373202,97.0191150915653,223.0,5.411646,0,1,0,True,0,1,0
chr22:38335923-38337137,1215,1,1,0,exon,CSNK1E,ENSG00000213923,17838,0,538,0.07191552,0.06944726,92.80844806844006,538.0,6.289716,0,1,1,True,0,1,1
chr22:38505558-38506918,1361,1,1,1,exon,DDX17,ENSG00000100201,0,0,728,0.097313195,0.09286464,90.2686806576661,728.0,6.591674,0,0,0,True,0,0,0
chr22:38656054-38656889,836,1,1,1,exon,CBY1,ENSG00000100211,0,0,344,0.045983158,0.044957265,95.40168426680926,344.0,5.8435445,0,1,0,True,0,1,0
chr22:38700434-38701298,865,1,1,1,exon,JOSD1,ENSG00000100221,0,0,768,0.102660075,0.09772551,89.73399278171368,768.0,6.645091,0,1,0,True,0,1,0
chr22:38705247-38706132,886,1,1,1,exon,GTPBP1,ENSG00000100226,0,0,753,0.10065499,0.095905446,89.93450073519583,753.0,6.6253924,0,0,0,True,0,0,0
chr22:38755326-38756407,1082,1,1,1,exon,SUN2,ENSG00000100242,0,0,591,0.07900013,0.07603481,92.0999866328031,591.0,6.383507,0,1,0,True,0,1,0
chr22:38843345-38843961,617,1,1,1,exon,NPTXR,ENSG00000221890,20,0,145,0.019382436,0.019196989,98.0617564496725,145.0,4.983607,0,0,1,True,0,0,1
chr22:38984683-38985389,707,0,1,0,intron,APOBEC3B,ENSG00000179750,2273,0,352,0.047052532,0.045979105,95.29474669161876,352.0,5.866468,0,1,0,True,0,0,0
chr22:39152249-39153025,777,1,1,1,exon,CBX7,ENSG00000100307,0,0,441,0.05894934,0.05727723,94.10506616762466,441.0,6.09131,1,0,1,True,0,0,1
chr22:39212676-39213429,754,0,0,0,intergenic,nan,nan,27479,0,430,0.057478946,0.05588772,94.25210533351157,430.0,6.066108,0,1,0,True,0,1,0
chr22:39240754-39241533,780,1,1,1,exon,PDGFB,ENSG00000100311,0,0,697,0.09316936,0.089081146,90.6830637615292,697.0,6.548219,0,1,0,True,0,1,0
chr22:39286975-39287369,395,0,0,0,intergenic,nan,nan,26335,0,163,0.02178853,0.021554552,97.82114690549392,163.0,5.0998664,1,1,1,True,1,1,1
chr22:39290267-39290638,372,0,0,0,intergenic,nan,nan,23066,0,267,0.035690416,0.035068274,96.43095842801765,267.0,5.590987,0,1,0,True,0,1,0
chr22:39319106-39319952,847,1,1,1,exon,RPL3,ENSG00000100316,0,0,556,0.07432161,0.071689405,92.56783852426146,556.0,6.322565,0,1,0,True,0,1,0
chr22:39472536-39473195,660,1,1,1,exon,MGAT3,ENSG00000128268,0,0,314,0.041973,0.04111603,95.80270017377356,314.0,5.7525725,0,1,0,True,0,1,0
chr22:39474368-39474974,607,0,1,0,intron,MGAT3,ENSG00000128268,1579,0,400,0.053468786,0.052088324,94.65312124047588,400.0,5.9939613,0,1,0,True,0,1,0
chr22:39528157-39528564,408,0,0,0,intergenic,nan,nan,3528,0,300,0.04010159,0.039318394,95.9898409303569,300.0,5.7071104,0,1,0,True,0,1,0
chr22:39532569-39533118,550,1,1,1,exon,RPS19BP1,ENSG00000187051,0,0,453,0.0605534,0.058790848,93.94465980483892,453.0,6.1180973,0,0,0,True,0,0,0
chr22:40044011-40044801,791,0,0,1,promoter,TNRC6B,ENSG00000100354,15,0,193,0.02579869,0.025471518,97.4201309985296,193.0,5.267858,1,0,1,True,0,0,0
chr22:40114313-40114758,446,0,1,0,intron,TNRC6B,ENSG00000100354,63166,0,48,0.0064162547,0.006395758,99.35837454885711,48.0,3.8918204,1,0,0,True,0,0,0
chr22:40310114-40310986,873,1,1,0,exon,TNRC6B,ENSG00000100354,9257,0,111,0.014837588,0.014728588,98.51624114423204,111.0,4.7184987,0,0,0,True,0,0,0
chr22:40370324-40371450,1127,1,1,1,exon,SGSM3,ENSG00000100359,0,0,340,0.04544847,0.04444595,95.45515305440448,340.0,5.8318825,0,1,0,True,0,1,0
chr22:40498325-40498860,536,0,1,0,intron,MKL1,ENSG00000196588,34890,0,192,0.025665019,0.025341202,97.4334981954284,192.0,5.26269,0,0,0,True,0,0,0
chr22:40524411-40525519,1109,0,1,0,intron,MKL1,ENSG00000196588,8291,0,265,0.03542307,0.034810107,96.45769282181529,265.0,5.583496,0,1,0,True,0,0,0
chr22:40620227-40620777,551,0,1,0,intron,MKL1,ENSG00000196588,15907,0,180,0.024060955,0.02377605,97.59390455821412,180.0,5.198497,0,0,0,True,0,0,0
