uniprot	Entry	gene_name
Q6ZRY4	RBPS2_HUMAN	RBPMS2
Q9P2K3	RCOR3_HUMAN	RCOR3
O75452	RDH16_HUMAN	RDH16
Q6NUK4	REEP3_HUMAN	REEP3
Q9H6H4	REEP4_HUMAN	REEP4
Q6UW15	REG3G_HUMAN	REG3G
P04808	REL1_HUMAN	RLN1
P04090	REL2_HUMAN	RLN2
Q8IUW5	RELL1_HUMAN	RELL1
P78509	RELN_HUMAN	RELN
Q8IYK8	REM2_HUMAN	REM2
Q9BZI7	REN3B_HUMAN	UPF3B
P00797	RENI_HUMAN	REN
Q96D71	REPS1_HUMAN	REPS1
Q9P2R6	RERE_HUMAN	RERE
P82980	RET5_HUMAN	RBP5
Q9H6L5	RETR1_HUMAN	RETREG1
Q8NC44	RETR2_HUMAN	RETREG2
Q6NUM9	RETST_HUMAN	RETSAT
Q96IC2	REXO5_HUMAN	REXO5
O75628	REM1_HUMAN	REM1
Q9H1J1	REN3A_HUMAN	UPF3A
P51606	RENBP_HUMAN	RENBP
Q9HAU5	RENT2_HUMAN	UPF2
Q9H628	RERGL_HUMAN	RERGL
Q5W5W9	RES18_HUMAN	RESP18
P10745	RET3_HUMAN	RBP3
Q96R05	RET7_HUMAN	RBP7
Q96EN9	REX1B_HUMAN	REX1BD
Q9GZR2	REXO4_HUMAN	REXO4
Q9UGC7	RF1ML_HUMAN	MTRF1L
P35244	RFA3_HUMAN	RPA3
Q8TAC1	RFESD_HUMAN	RFESD
Q6WKZ4	RFIP1_HUMAN	RAB11FIP1
O75154	RFIP3_HUMAN	RAB11FIP3
P0C7P2	RFL3S_HUMAN	RFPL3S
Q8N5W9	RFLB_HUMAN	RFLNB
O43251	RFOX2_HUMAN	RBFOX2
O75677	RFPL1_HUMAN	RFPL1
P22670	RFX1_HUMAN	RFX1
P48382	RFX5_HUMAN	RFX5
Q6ZV50	RFX8_HUMAN	RFX8
O00212	RHOD_HUMAN	RHOD
Q15669	RHOH_HUMAN	RHOH
P17081	RHOQ_HUMAN	RHOQ
Q8NHV9	RHXF1_HUMAN	RHOXF1
Q9UFD9	RIM3A_HUMAN	RIMBP3
O15034	RIMB2_HUMAN	RIMBP2
Q9UJD0	RIMS3_HUMAN	RIMS3
Q6ZS11	RINL_HUMAN	RINL
Q9H6W3	RIOX1_HUMAN	RIOX1
P62913	RL11_HUMAN	RPL11
P35268	RL22_HUMAN	RPL22
P42766	RL35_HUMAN	RPL35
Q969Q0	RL36L_HUMAN	RPL36AL
Q92901	RL3L_HUMAN	RPL3L
Q9NSD7	RL3R1_HUMAN	RXFP3
Q8TDU9	RL3R2_HUMAN	RXFP4
P35243	RECO_HUMAN	RCVRN
Q9NWB1	RFOX1_HUMAN	RBFOX1
Q0VAM2	RGF1B_HUMAN	RASGEF1B
Q3MIN7	RGL3_HUMAN	RGL3
Q6NW40	RGMB_HUMAN	RGMB
Q6ZVN8	RGMC_HUMAN	HFE2
Q15493	RGN_HUMAN	RGN
O94810	RGS11_HUMAN	RGS11
O15492	RGS16_HUMAN	RGS16
Q2M5E4	RGS21_HUMAN	RGS21
P49758	RGS6_HUMAN	RGS6
P57771	RGS8_HUMAN	RGS8
O75916	RGS9_HUMAN	RGS9
A5PLK6	RGSL_HUMAN	RGSL1
Q6NTF9	RHBD2_HUMAN	RHBDD2
O75783	RHBL1_HUMAN	RHBDL1
Q96D21	RHES_HUMAN	RASD2
P98171	RHG04_HUMAN	ARHGAP4
Q9P227	RHG23_HUMAN	ARHGAP23
Q8N264	RHG24_HUMAN	ARHGAP24
P42331	RHG25_HUMAN	ARHGAP25
Q52LW3	RHG29_HUMAN	ARHGAP29
Q7Z6I6	RHG30_HUMAN	ARHGAP30
A7KAX9	RHG32_HUMAN	ARHGAP32
Q6ZRI8	RHG36_HUMAN	ARHGAP36
Q5TG30	RHG40_HUMAN	ARHGAP40
Q8IXN7	RIMKA_HUMAN	RIMKLA
Q8IUF8	RIOX2_HUMAN	RIOX2
O43353	RIPK2_HUMAN	RIPK2
P84098	RL19_HUMAN	RPL19
P46778	RL21_HUMAN	RPL21
P61353	RL27_HUMAN	RPL27
P62888	RL30_HUMAN	RPL30
Q6P5R6	RL22L_HUMAN	RPL22L1
P61254	RL26_HUMAN	RPL26
P62891	RL39_HUMAN	RPL39
P30050	RL12_HUMAN	RPL12
Q02543	RL18A_HUMAN	RPL18A
P62829	RL23_HUMAN	RPL23
P83731	RL24_HUMAN	RPL24
P61313	RL15_HUMAN	RPL15
Q9UNX3	RL26L_HUMAN	RPL26L1
P46779	RL28_HUMAN	RPL28
P47914	RL29_HUMAN	RPL29
P61513	RL37A_HUMAN	RPL37A
Q9Y572	RIPK3_HUMAN	RIPK3
Q0D2K3	RIPP1_HUMAN	RIPPLY1
Q7LG56	RIR2B_HUMAN	RRM2B
P62906	RL10A_HUMAN	RPL10A
Q96L21	RL10L_HUMAN	RPL10L
P40429	RL13A_HUMAN	RPL13A
Q9HBX9	RXFP1_HUMAN	RXFP1
P28702	RXRB_HUMAN	RXRB
P48443	RXRG_HUMAN	RXRG
P04271	S100B_HUMAN	S100B
P29377	S100G_HUMAN	S100G
Q8WXG8	S100Z_HUMAN	S100Z
P33764	S10A3_HUMAN	S100A3
Q9UP95	S12A4_HUMAN	SLC12A4
Q9UHW9	S12A6_HUMAN	SLC12A6
Q9UKG4	S13A4_HUMAN	SLC13A4
Q92503	S14L1_HUMAN	SEC14L1
Q9UDX4	S14L3_HUMAN	SEC14L3
B5MCN3	S14L6_HUMAN	SEC14L6
Q9BZV2	S19A3_HUMAN	SLC19A3
Q8WUM9	S20A1_HUMAN	SLC20A1
Q08357	S20A2_HUMAN	SLC20A2
Q8TCC7	S22A8_HUMAN	SLC22A8
Q63ZE4	S22AA_HUMAN	SLC22A10
Q96S37	S22AC_HUMAN	SLC22A12
Q9Y267	S22AE_HUMAN	SLC22A14
Q86VW1	S22AG_HUMAN	SLC22A16
Q6T423	S22AP_HUMAN	SLC22A25
A6NKX4	S22AV_HUMAN	SLC22A31
Q9Y6Y8	S23IP_HUMAN	SEC23IP
Q6ZT89	S2548_HUMAN	SLC25A48
Q9Y2P4	S27A6_HUMAN	SLC27A6
O00337	S28A1_HUMAN	SLC28A1
O43868	S28A2_HUMAN	SLC28A2
Q5VYP0	S31A3_HUMAN	SPATA31A3
P0DKV0	S31C1_HUMAN	SPATA31C1
Q6ZUB0	S31D4_HUMAN	SPATA31D4
P78382	S35A1_HUMAN	SLC35A1
Q8TE82	S3TC1_HUMAN	SH3TC1
Q9NP59	S40A1_HUMAN	SLC40A1
Q9H9S3	S61A2_HUMAN	SEC61A2
Q9GZN6	S6A16_HUMAN	SLC6A16
Q9H1V8	S6A17_HUMAN	SLC6A17
Q695T7	S6A19_HUMAN	SLC6A19
Q9NP91	S6A20_HUMAN	SLC6A20
Q8TCU3	S7A13_HUMAN	SLC7A13
Q8TBB6	S7A14_HUMAN	SLC7A14
Q96CW6	S7A6O_HUMAN	SLC7A6OS
P0DJI8	SAA1_HUMAN	SAA1
Q9NTJ5	SAC1_HUMAN	SACM1L
A6NKF1	SAC31_HUMAN	SAC3D1
Q6SPF0	SAMD1_HUMAN	SAMD1
Q9Y3Z3	SAMH1_HUMAN	SAMHD1
P02743	SAMP_HUMAN	APCS
O00422	SAP18_HUMAN	SAP18
O75446	SAP30_HUMAN	SAP30
P17900	SAP3_HUMAN	GM2A
Q15020	SART3_HUMAN	SART3
O75995	SASH3_HUMAN	SASH3
Q13228	SBP1_HUMAN	SELENBP1
P0C7V7	SC11B_HUMAN	SEC11B
Q96IW7	SC22A_HUMAN	SEC22A
O94855	SC24D_HUMAN	SEC24D
P31639	SC5A2_HUMAN	SLC5A2
P53794	SC5A3_HUMAN	SLC5A3
Q92911	SC5A5_HUMAN	SLC5A5
Q9Y289	SC5A6_HUMAN	SLC5A6
P60468	SC61B_HUMAN	SEC61B
P60059	SC61G_HUMAN	SEC61G
P05060	SCG1_HUMAN	CHGB
Q96I15	SCLY_HUMAN	SCLY
Q9BV35	SCMC3_HUMAN	SLC25A23
Q9UN30	SCML1_HUMAN	SCML1
Q9UQR0	SCML2_HUMAN	SCML2
Q9NY46	SCN3A_HUMAN	SCN3A
Q9NY72	SCN3B_HUMAN	SCN3B
Q9Y5Y9	SCNAA_HUMAN	SCN10A
P57086	SCND1_HUMAN	SCAND1
P37088	SCNNA_HUMAN	SCNN1A
Q14108	SCRB2_HUMAN	SCARB2
O75711	SCRG1_HUMAN	SCRG1
Q14160	SCRIB_HUMAN	SCRIB
Q8IWY4	SCUB1_HUMAN	SCUBE1
Q9NQ36	SCUB2_HUMAN	SCUBE2
Q7RTU7	SCX_HUMAN	SCX
O75056	SDC3_HUMAN	SDC3
P31431	SDC4_HUMAN	SDC4
O00560	SDCB1_HUMAN	SDCBP
P48061	SDF1_HUMAN	CXCL12
Q9HCN8	SDF2L_HUMAN	SDF2L1
Q9NRP4	SDHF3_HUMAN	SDHAF3
Q7Z5N4	SDK1_HUMAN	SDK1
Q58EX2	SDK2_HUMAN	SDK2
Q9UBV2	SE1L1_HUMAN	SEL1L
Q5TG53	SEAS1_HUMAN	SERTAD4-AS1
Q9HB31	SEBOX_HUMAN	SEBOX
Q9UGP8	SEC63_HUMAN	SEC63
O95363	SYFM_HUMAN	FARS2
Q15046	SYK_HUMAN	KARS
Q9BT88	SYT11_HUMAN	SYT11
Q7L8C5	SYT13_HUMAN	SYT13
Q9BQS2	SYT15_HUMAN	SYT15
Q9BQG1	SYT3_HUMAN	SYT3
Q9H2B2	SYT4_HUMAN	SYT4
O00445	SYT5_HUMAN	SYT5
Q5T7P8	SYT6_HUMAN	SYT6
A2RTX5	SYTC2_HUMAN	TARSL2
Q9BW92	SYTM_HUMAN	TARS2
Q96A25	T106A_HUMAN	TMEM106A
Q9Y5J6	T10B_HUMAN	TIMM10B
Q3SY00	T10IP_HUMAN	TSGA10IP
B4DZS4	T11X1_HUMAN	TCP11X1
Q9BXQ6	T121B_HUMAN	TMEM121B
A2VDJ0	T131L_HUMAN	TMEM131L
Q3YBM2	T176B_HUMAN	TMEM176B
P0DP42	T225B_HUMAN	TMEM225B
Q8NBD8	T229B_HUMAN	TMEM229B
Q9NYV7	T2R16_HUMAN	TAS2R16
P59542	T2R19_HUMAN	TAS2R19
P59534	T2R39_HUMAN	TAS2R39
P59537	T2R43_HUMAN	TAS2R43
P59540	T2R46_HUMAN	TAS2R46
P59544	T2R50_HUMAN	TAS2R50
Q9NYW5	TA2R4_HUMAN	TAS2R4
Q96RI9	TAAR9_HUMAN	TAAR9
Q8N5C8	TAB3_HUMAN	TAB3
O95359	TACC2_HUMAN	TACC2
Q9BSH4	TACO1_HUMAN	TACO1
Q15544	TAF11_HUMAN	TAF11
Q15543	TAF13_HUMAN	TAF13
Q8IZX4	TAF1L_HUMAN	TAF1L
P21675	TAF1_HUMAN	TAF1
Q92750	TAF4B_HUMAN	TAF4B
O60279	SUSD5_HUMAN	SUSD5
Q8IYB8	SUV3_HUMAN	SUPV3L1
P49588	SYAC_HUMAN	AARS
Q6PIF2	SYCE2_HUMAN	SYCE2
Q9BX26	SYCP2_HUMAN	SYCP2
Q8IZU3	SYCP3_HUMAN	SYCP3
Q5VT97	SYDE2_HUMAN	SYDE2
Q6PI48	SYDM_HUMAN	DARS2
Q9NSE4	SYIM_HUMAN	IARS2
P54136	SYRC_HUMAN	RARS
P26640	SYVC_HUMAN	VARS
Q9UGM6	SYWM_HUMAN	WARS2
Q9BXJ8	T120A_HUMAN	TMEM120A
Q86TG1	T150A_HUMAN	TMEM150A
A6NC51	T150B_HUMAN	TMEM150B
B9EJG8	T150C_HUMAN	TMEM150C
Q8IXX5	T183A_HUMAN	TMEM183A
A6NKL6	T200C_HUMAN	TMEM200C
O75157	T22D2_HUMAN	TSC22D2
Q99576	T22D3_HUMAN	TSC22D3
Q13103	SPP24_HUMAN	SPP2
Q8TCT8	SPP2A_HUMAN	SPPL2A
Q8TCT7	SPP2B_HUMAN	SPPL2B
P35325	SPR2B_HUMAN	SPRR2B
Q96RM1	SPR2F_HUMAN	SPRR2F
Q2MJR0	SPRE3_HUMAN	SPRED3
P35270	SPRE_HUMAN	SPR
Q9NUQ6	SPS2L_HUMAN	SPATS2L
Q99611	SPS2_HUMAN	SEPHS2
Q9BXB7	SPT16_HUMAN	SPATA16
Q7Z572	SPT21_HUMAN	SPATA21
Q8NHX4	SPTA3_HUMAN	SPATA3
Q8NCC5	SPX3_HUMAN	SLC37A3
Q5VSR9	SPXN1_HUMAN	SPANXN1
O43609	SPY1_HUMAN	SPRY1
O43610	SPY3_HUMAN	SPRY3
Q12772	SRBP2_HUMAN	SREBF2
Q86TD4	SRCA_HUMAN	SRL
Q96GP6	SREC2_HUMAN	SCARF2
O43295	SRGP3_HUMAN	SRGAP3
P61011	SRP54_HUMAN	SRP54
Q9UHB9	SRP68_HUMAN	SRP68
A2A2V5	SRTM1_HUMAN	SERTM1
Q9NQ55	SSF1_HUMAN	PPAN
P28290	SSFA2_HUMAN	SSFA2
Q16384	SSX1_HUMAN	SSX1
O60224	SSX4_HUMAN	SSX4
P50225	ST1A1_HUMAN	SULT1A1
P0DMM9	ST1A3_HUMAN	SULT1A3
Q6IMI6	ST1C3_HUMAN	SULT1C3
O75897	ST1C4_HUMAN	SULT1C4
Q9HBF5	ST20_HUMAN	ST20
Q06520	ST2A1_HUMAN	SULT2A1
P0CL83	ST3L1_HUMAN	STAG3L1
Q8TBR4	ST3L4_HUMAN	STAG3L4
Q9BR01	ST4A1_HUMAN	SULT4A1
O95630	STABP_HUMAN	STAMBP
Q96MF2	STAC3_HUMAN	STAC3
Q9UJ98	STAG3_HUMAN	STAG3
Q92783	STAM1_HUMAN	STAM
O75886	STAM2_HUMAN	STAM2
Q9ULZ2	STAP1_HUMAN	STAP1
Q96DR4	STAR4_HUMAN	STARD4
Q92502	STAR8_HUMAN	STARD8
Q14765	STAT4_HUMAN	STAT4
Q9BYT3	STK33_HUMAN	STK33
Q9NRP7	STK36_HUMAN	STK36
Q8N2I9	STK40_HUMAN	STK40
Q13043	STK4_HUMAN	STK4
Q9NZ72	STMN3_HUMAN	STMN3
Q8WXE9	STON2_HUMAN	STON2
Q9P2F5	STOX2_HUMAN	STOX2
O95772	STR3N_HUMAN	STARD3NL
Q7Z7C7	STRA8_HUMAN	STRA8
A6NGW2	STRCL_HUMAN	STRCP1
Q13033	STRN3_HUMAN	STRN3
Q69YW2	STUM_HUMAN	STUM
O60499	STX10_HUMAN	STX10
O14662	STX16_HUMAN	STX16
P56962	STX17_HUMAN	STX17
Q13277	STX3_HUMAN	STX3
Q9BXA5	SUCR1_HUMAN	SUCNR1
Q8IWU6	SULF1_HUMAN	SULF1
Q8NBJ7	SUMF2_HUMAN	SUMF2
P63165	SUMO1_HUMAN	SUMO1
P61956	SUMO2_HUMAN	SUMO2
Q8TC36	SUN5_HUMAN	SUN5
Q7L0J3	SV2A_HUMAN	SV2A
Q7L1I2	SV2B_HUMAN	SV2B
Q8NHG7	SVIP_HUMAN	SVIP
Q53LP3	SWAHC_HUMAN	SOWAHC
Q6NVH7	SWAP1_HUMAN	SWSAP1
Q1ZZU3	SWI5_HUMAN	SWI5
Q9UH65	SWP70_HUMAN	SWAP70
Q5T5J6	SWT1_HUMAN	SWT1
P47897	SYQ_HUMAN	QARS
Q9NP81	SYSM_HUMAN	SARS2
Q8NB59	SYT14_HUMAN	SYT14
Q17RD7	SYT16_HUMAN	SYT16
P21579	SYT1_HUMAN	SYT1
Q8NBV8	SYT8_HUMAN	SYT8
Q8IYJ3	SYTL1_HUMAN	SYTL1
Q9HCH5	SYTL2_HUMAN	SYTL2
Q16143	SYUB_HUMAN	SNCB
Q14C87	T132D_HUMAN	TMEM132D
Q6IEE7	T132E_HUMAN	TMEM132E
Q8IW70	T151B_HUMAN	TMEM151B
Q5T4T1	T170B_HUMAN	TMEM170B
Q6ZVK1	T179A_HUMAN	TMEM179
Q9NVA4	T184C_HUMAN	TMEM184C
P0C7N4	T191B_HUMAN	TMEM191B
Q69YZ2	T200B_HUMAN	TMEM200B
Q9Y3Q8	T22D4_HUMAN	TSC22D4
P48775	T23O_HUMAN	TDO2
P13984	T2FB_HUMAN	GTF2F2
P59543	T2R20_HUMAN	TAS2R20
P59551	T2R60_HUMAN	TAS2R60
Q9UF72	T73AS_HUMAN	TP73-AS1
P40200	TACT_HUMAN	CD96
O75478	TAD2A_HUMAN	TADA2A
Q6P1X5	TAF2_HUMAN	TAF2
Q7Z7C8	TAF8_HUMAN	TAF8
Q9HBM6	TAF9B_HUMAN	TAF9B
B6A8C7	TARM1_HUMAN	TARM1
Q9NY65	TBA8_HUMAN	TUBA8
Q9H4B7	TBB1_HUMAN	TUBB1
P68371	TBB4B_HUMAN	TUBB4B
P07437	TBB5_HUMAN	TUBB
O60347	TBC12_HUMAN	TBC1D12
Q9P2M4	TBC14_HUMAN	TBC1D14
Q8IYX1	TBC21_HUMAN	TBC1D21
Q9ULP9	TBC24_HUMAN	TBC1D24
Q9Y2I9	TBC30_HUMAN	TBC1D30
A0A087WVF3	TBC3D_HUMAN	TBC1D3D
P0C7X1	TBC3H_HUMAN	TBC1D3H
Q0IIM8	TBC8B_HUMAN	TBC1D8B
Q15814	TBCC_HUMAN	TBCC
Q8TEA7	TBCK_HUMAN	TBCK
Q9UPU7	TBD2B_HUMAN	TBC1D2B
Q9UJT0	TBE_HUMAN	TUBE1
P23258	TBG1_HUMAN	TUBG1
Q6SJ96	TBPL2_HUMAN	TBPL2
O43435	TBX1_HUMAN	TBX1
Q8N7M0	TC1D1_HUMAN	TCTEX1D1
Q8N3R3	TCAIM_HUMAN	TCAIM
Q15170	TCAL1_HUMAN	TCEAL1
Q5H9L2	TCAL5_HUMAN	TCEAL5
Q86XR7	TCAM2_HUMAN	TICAM2
Q7RTU1	TCF23_HUMAN	TCF23
Q5QJ38	TCHL1_HUMAN	TCHHL1
Q9NR00	TCIM_HUMAN	TCIM
A6NM43	TCPQL_HUMAN	CCT8L1P
P50990	TCPQ_HUMAN	CCT8
P40227	TCPZ_HUMAN	CCT6A
Q8IZJ6	TDH_HUMAN	TDH
Q587J7	TDR12_HUMAN	TDRD12
O60522	TDRD6_HUMAN	TDRD6
Q8NHU6	TDRD7_HUMAN	TDRD7
Q86YL5	TDRP_HUMAN	TDRP
Q15561	TEAD4_HUMAN	TEAD4
Q7L2K0	TEDC2_HUMAN	TEDC2
Q9UIK5	TEFF2_HUMAN	TMEFF2
Q8NBK3	SUMF1_HUMAN	SUMF1
O94901	SUN1_HUMAN	SUN1
M5A8F1	SUPYN_HUMAN	ERVH48-1
Q9BRV3	SWET1_HUMAN	SLC50A1
Q58G82	SY14L_HUMAN	SYT14P1
Q5JTZ9	SYAM_HUMAN	AARS2
Q96A49	SYAP1_HUMAN	SYAP1
O95926	SYF2_HUMAN	SYF2
P57105	SYJ2B_HUMAN	SYNJ2BP
O43776	SYNC_HUMAN	NARS
Q6ZMZ3	SYNE3_HUMAN	SYNE3
O43426	SYNJ1_HUMAN	SYNJ1
Q9UMS6	SYNP2_HUMAN	SYNPO2
Q5T160	SYRM_HUMAN	RARS2
P49591	SYSC_HUMAN	SARS
Q15527	SURF2_HUMAN	SURF2
Q92537	SUSD6_HUMAN	SUSD6
Q8N4V2	SVOP_HUMAN	SVOP
P49589	SYCC_HUMAN	CARS
Q8N0S2	SYCE1_HUMAN	SYCE1
A1L190	SYCE3_HUMAN	SYCE3
Q9HA77	SYCM_HUMAN	CARS2
P14868	SYDC_HUMAN	DARS
Q6ZW31	SYDE1_HUMAN	SYDE1
Q9NSD9	SYFB_HUMAN	FARSB
P41252	SYIC_HUMAN	IARS
Q8NF91	SYNE1_HUMAN	SYNE1
Q8N205	SYNE4_HUMAN	SYNE4
O15061	SYNEM_HUMAN	SYNM
Q9H7V2	SYNG1_HUMAN	SYNDIG1
Q16563	SYPL1_HUMAN	SYPL1
Q8N9I0	SYT2_HUMAN	SYT2
O43581	SYT7_HUMAN	SYT7
P26639	SYTC_HUMAN	TARS
Q13586	STIM1_HUMAN	STIM1
Q15831	STK11_HUMAN	STK11
O00506	STK25_HUMAN	STK25
Q15208	STK38_HUMAN	STK38
Q9UEW8	STK39_HUMAN	STK39
O75558	STX11_HUMAN	STX11
Q12846	STX4_HUMAN	STX4
Q13190	STX5_HUMAN	STX5
O15400	STX7_HUMAN	STX7
O00186	STXB3_HUMAN	STXBP3
Q8NFX7	STXB6_HUMAN	STXBP6
Q9UBS9	SUCO_HUMAN	SUCO
Q6UWL2	SUSD1_HUMAN	SUSD1
Q96L08	SUSD3_HUMAN	SUSD3
Q15022	SUZ12_HUMAN	SUZ12
Q496J9	SV2C_HUMAN	SV2C
Q9HCS7	SYF1_HUMAN	XAB2
P49590	SYHM_HUMAN	HARS2
Q15031	SYLM_HUMAN	LARS2
Q92797	SYMPK_HUMAN	SYMPK
P08247	SYPH_HUMAN	SYP
Q5VXT5	SYPL2_HUMAN	SYPL2
Q7L3T8	SYPM_HUMAN	PARS2
Q6XYQ8	SYT10_HUMAN	SYT10
Q8IV01	SYT12_HUMAN	SYT12
Q9BSW7	SYT17_HUMAN	SYT17
P37840	SYUA_HUMAN	SNCA
P23381	SYWC_HUMAN	WARS
P54577	SYYC_HUMAN	YARS
Q9BVX2	T106C_HUMAN	TMEM106C
Q5H9J9	T11X2_HUMAN	TCP11X2
Q9H061	T126A_HUMAN	TMEM126A
Q24JP5	T132A_HUMAN	TMEM132A
Q14DG7	T132B_HUMAN	TMEM132B
Q8N4L1	T151A_HUMAN	TMEM151A
Q9NX61	T161A_HUMAN	TMEM161A
Q8NDZ6	T161B_HUMAN	TMEM161B
Q8WVE7	T170A_HUMAN	TMEM170A
Q96HP8	T176A_HUMAN	TMEM176A
Q8NBL3	T178A_HUMAN	TMEM178A
H3BS89	T178B_HUMAN	TMEM178B
Q7Z7N9	T179B_HUMAN	TMEM179B
Q9H7F4	T185B_HUMAN	TMEM185B
A6NGB0	T191C_HUMAN	TMEM191C
Q86VY9	T200A_HUMAN	TMEM200A
B2RXF0	T229A_HUMAN	TMEM229A
Q9Y3F1	TA6P_HUMAN	
Q96RI8	TAAR6_HUMAN	TAAR6
Q15750	TAB1_HUMAN	TAB1
Q12962	TAF10_HUMAN	TAF10
Q16514	TAF12_HUMAN	TAF12
Q9H5J8	TAF1D_HUMAN	TAF1D
P37837	TALDO_HUMAN	TALDO1
Q9BXI6	TB10A_HUMAN	TBC1D10A
Q8IV04	TB10C_HUMAN	TBC1D10C
Q8WUA7	TB22A_HUMAN	TBC1D22A
Q6PEY2	TBA3E_HUMAN	TUBA3E
Q96M53	TBATA_HUMAN	TBATA
Q9BVA1	TBB2B_HUMAN	TUBB2B
Q13509	TBB3_HUMAN	TUBB3
Q9NVG8	TBC13_HUMAN	TBC1D13
Q8TBP0	TBC16_HUMAN	TBC1D16
Q96BZ9	TBC20_HUMAN	TBC1D20
Q86UD7	TBC26_HUMAN	TBC1D26
Q8IZP1	TBC3A_HUMAN	TBC1D3
A0A087X1G2	TBC3K_HUMAN	TBC1D3K
Q9NRH3	TBG2_HUMAN	TUBG2
O60907	TBL1X_HUMAN	TBL1X
Q9UMR3	TBX20_HUMAN	TBX20
Q9Y458	TBX22_HUMAN	TBX22
P57082	TBX4_HUMAN	TBX4
Q99593	TBX5_HUMAN	TBX5
O95947	TBX6_HUMAN	TBX6
Q8TDR4	TCP1L_HUMAN	TCP10L
P78371	TCPB_HUMAN	CCT2
P12081	SYHC_HUMAN	HARS
A6NDD5	SYN1L_HUMAN	SYNDIG1L
Q92777	SYN2_HUMAN	SYN2
O14994	SYN3_HUMAN	SYN3
Q9H7C4	SYNCI_HUMAN	SYNC
Q8WXH0	SYNE2_HUMAN	SYNE2
Q96I59	SYNM_HUMAN	NARS2
Q8N3V7	SYNPO_HUMAN	SYNPO
Q9UMZ2	SYNRG_HUMAN	SYNRG
Q8N2H4	SYS1_HUMAN	SYS1
Q96C24	SYTL4_HUMAN	SYTL4
O00268	TAF4_HUMAN	TAF4
Q93075	TATD2_HUMAN	TATDN2
Q17R31	TATD3_HUMAN	TATDN3
Q86VP1	TAXB1_HUMAN	TAX1BP1
Q16635	TAZ_HUMAN	TAZ
P68363	TBA1B_HUMAN	TUBA1B
Q9BQE3	TBA1C_HUMAN	TUBA1C
P68366	TBA4A_HUMAN	TUBA4A
Q13885	TBB2A_HUMAN	TUBB2A
Q02094	RHAG_HUMAN	RHAG
Q9Y3P4	RHBD3_HUMAN	RHBDD3
Q02161	RHD_HUMAN	RHD
P0C7M4	RHF2B_HUMAN	RHOXF2B
Q13017	RHG05_HUMAN	ARHGAP5
Q96QB1	RHG07_HUMAN	DLC1
Q9BRR9	RHG09_HUMAN	ARHGAP9
Q8IWW6	RHG12_HUMAN	ARHGAP12
Q5T5U3	RHG21_HUMAN	ARHGAP21
A8MT19	RHN2P_HUMAN	RHPN2P1
P61586	RHOA_HUMAN	RHOA
P84095	RHOG_HUMAN	RHOG
Q9H4E5	RHOJ_HUMAN	RHOJ
Q9NPQ8	RIC8A_HUMAN	RIC8A
P52758	RIDA_HUMAN	RIDA
Q969G6	RIFK_HUMAN	RFK
Q86UR5	RIMS1_HUMAN	RIMS1
Q9H426	RIMS4_HUMAN	RIMS4
Q92963	RIT1_HUMAN	RIT1
Q15835	RK_HUMAN	GRK1
Q9P0K7	RAI14_HUMAN	RAI14
Q8NFJ5	RAI3_HUMAN	GPRC5A
P11233	RALA_HUMAN	RALA
P62826	RAN_HUMAN	RAN
P10114	RAP2A_HUMAN	RAP2A
Q96I51	RCC1L_HUMAN	RCC1L
P18754	RCC1_HUMAN	RCC1
Q9P258	RCC2_HUMAN	RCC2
Q9Y2P8	RCL1_HUMAN	RCL1
P54725	RD23A_HUMAN	RAD23A
Q8NBN7	RDH13_HUMAN	RDH13
P61576	REC04_HUMAN	HERV-K104
P61571	REC21_HUMAN	ERVK-21
P61575	RECK8_HUMAN	ERVK-8
P78563	RED1_HUMAN	ADARB1
P05451	REG1A_HUMAN	REG1A
Q8WXF3	REL3_HUMAN	RLN3
Q6BDI9	REP15_HUMAN	REP15
Q13156	RFA4_HUMAN	RPA4
P40938	RFC3_HUMAN	RFC3
P35249	RFC4_HUMAN	RFC4
P40937	RFC5_HUMAN	RFC5
Q86YS3	RFIP4_HUMAN	RAB11FIP4
A6NLU0	RFPLA_HUMAN	RFPL4A
Q6ZWI9	RFPLB_HUMAN	RFPL4B
Q52LD8	RFTN2_HUMAN	RFTN2
Q33E94	RFX4_HUMAN	RFX4
Q7Z3J3	RGPD4_HUMAN	RGPD4
O14715	RGPD8_HUMAN	RGPD8
O14827	RGRF2_HUMAN	RASGRF2
O14924	RGS12_HUMAN	RGS12
Q8NE09	RGS22_HUMAN	RGS22
P41220	RGS2_HUMAN	RGS2
Q9NX52	RHBL2_HUMAN	RHBDL2
Q9UNA1	RHG26_HUMAN	ARHGAP26
A6NI28	RHG42_HUMAN	ARHGAP42
Q8TD07	RAE1E_HUMAN	RAET1E
P04049	RAF1_HUMAN	RAF1
P46060	RAGP1_HUMAN	RANGAP1
A6NC62	RAKDN_HUMAN	RBAKDN
Q9H6Z4	RANB3_HUMAN	RANBP3
Q96S59	RANB9_HUMAN	RANBP9
Q9NS23	RASF1_HUMAN	RASSF1
Q9H2L5	RASF4_HUMAN	RASSF4
Q6ZTQ3	RASF6_HUMAN	RASSF6
P01112	RASH_HUMAN	HRAS
Q86YV0	RASL3_HUMAN	RASAL3
Q14964	RB39A_HUMAN	RAB39A
Q8WXH6	RB40A_HUMAN	RAB40A
Q5R372	RBG1L_HUMAN	RABGAP1L
Q9Y3P9	RBGP1_HUMAN	RABGAP1
